Keyword/phrase,Phrase type,Pages where used,Used in title count,Used in meta count,Used in H1 count,Used in H2/H3 count,Used in URL count,Used in alt text count,Used in schema count,Total occurrences,Intent category,Notes
checked and story-logged,trigram,/collection/fabric/chiffon,0,1,0,0,0,0,0,1,unknown,
checked and story-logged by,fourgram,/collection/fabric/chiffon,0,1,0,0,0,0,0,1,unknown,
checks,unigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
checks became,bigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
checks became a,trigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
checks became a global,fourgram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
chennai,unigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
chennai with,bigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
chennai with dyes,trigram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
chennai with dyes that,fourgram,/collection/red-blue-madras-check-cotton,0,0,0,0,0,0,1,1,unknown,
cherished for,bigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
cherished for its,trigram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
cherished for its ease,fourgram,/collection/moss-green-lightweight-silk-selai,0,0,0,0,0,0,1,1,unknown,
cherished its,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
cherished its sheer,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
cherished its sheer body,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
cherished the,bigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
cherished the kind,trigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
cherished the kind that,fourgram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
chettiars,unigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettiars a,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettiars a merchant,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettiars a merchant community,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettinad cotton a,trigram,/collection/maroon-chettinad-cotton,0,1,0,0,0,0,0,1,fabric,
chettinad cotton a one-of-a-kind,fourgram,/collection/maroon-chettinad-cotton,0,1,0,0,0,0,0,1,fabric,
chettinad cotton pre-loved,trigram,/collection/maroon-chettinad-cotton,1,0,0,0,0,0,0,1,fabric,
chettinad cotton pre-loved cotton,fourgram,/collection/maroon-chettinad-cotton,1,0,0,0,0,0,0,1,fabric,
chettinad cotton shown,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,1,0,1,fabric,
chettinad cotton shown as,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,1,0,1,fabric,
chettinad cottons,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,fabric,
chettinad cottons were,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,fabric,
chettinad cottons were once,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,fabric,
chettinad region,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettinad region this,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettinad region this saree,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,product,
chettinad style,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettinad style where,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettinad style where every,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,unknown,
chettinad weavers,bigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,product,
chettinad weavers known,trigram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,product,
chettinad weavers known for,fourgram,/collection/maroon-chettinad-cotton,0,0,0,0,0,0,1,1,product,
chiffon a,bigram,/collection/pressed-bloom-sheer-chiffon,0,1,0,0,0,0,0,1,fabric,
chiffon a one-of-a-kind,trigram,/collection/pressed-bloom-sheer-chiffon,0,1,0,0,0,0,0,1,fabric,
chiffon a one-of-a-kind pre-loved,fourgram,/collection/pressed-bloom-sheer-chiffon,0,1,0,0,0,0,0,1,fabric,
chiffon and,bigram,/top-viewed,0,1,0,0,0,0,0,1,fabric,
chiffon and designer,trigram,/top-viewed,0,1,0,0,0,0,0,1,fabric,
chiffon and designer drapes,fourgram,/top-viewed,0,1,0,0,0,0,0,1,product,
chiffon banarasi,bigram,/collection,0,1,0,0,0,0,0,1,fabric,
chiffon banarasi and,trigram,/collection,0,1,0,0,0,0,0,1,fabric,
chiffon banarasi and designer,fourgram,/collection,0,1,0,0,0,0,0,1,fabric,
chiffon carries the kind,fourgram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon carries the quiet,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon construction,bigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,fabric,
chiffon construction the,trigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,fabric,
chiffon construction the fabric,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,fabric,
chiffon drape a,trigram,/collection/magenta-mist-chiffon-drape,0,1,0,0,0,0,0,1,product,
chiffon drape a one-of-a-kind,fourgram,/collection/magenta-mist-chiffon-drape,0,1,0,0,0,0,0,1,product,
chiffon drape shown,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,1,0,1,product,
chiffon drape shown as,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,1,0,1,product,
chiffon draped dream a,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,1,0,0,0,0,0,1,product,
chiffon draped dream shown,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,1,0,1,product,
chiffon georgette saree a,fourgram,/collection/coral-sunrise-chiffon-georgette-saree,0,1,0,0,0,0,0,1,product,
chiffon georgette saree is,fourgram,/collection/coral-sunrise-chiffon-georgette-saree,0,0,0,0,0,0,1,1,product,
chiffon georgette saree shown,fourgram,/collection/coral-sunrise-chiffon-georgette-saree,0,0,0,0,0,1,0,1,product,
chiffon has,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon has long,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon has long been,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon holds,bigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,fabric,
chiffon holds the,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,fabric,
chiffon holds the quiet,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,fabric,
chiffon is,bigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,fabric,
chiffon is one,trigram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,fabric,
chiffon is one such,fourgram,/collection/green-chiffon-with-fancy-border,0,0,0,0,0,0,1,1,fabric,
chiffon its,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon its jewel-toned,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon its jewel-toned magenta,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon retaining,bigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon retaining its,trigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon retaining its characteristic,fourgram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon retains,bigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon retains its,trigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon retains its characteristic,fourgram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon s,bigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,fabric,
chiffon s gossamer,trigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,fabric,
chiffon s gossamer quality,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,fabric,
chiffon saree carries,trigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,product,
chiffon saree carries that,fourgram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,product,
chiffon saree the,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,product,
chiffon saree the way,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,product,
chiffon sarees enjoyed,trigram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,product,
chiffon sarees enjoyed a,fourgram,/collection/sunset-ombr-chiffon-draped-dream,0,0,0,0,0,0,1,1,product,
chiffon sarees from,trigram,/collection/fabric/chiffon,1,0,0,0,0,0,0,1,product,
chiffon sarees from the,fourgram,/collection/fabric/chiffon,1,0,0,0,0,0,0,1,product,
chiffon sarees rose,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,product,
chiffon sarees rose to,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,0,1,1,product,
chiffon sarees were,trigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,product,
chiffon sarees were the,fourgram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,product,
chiffon sarees when,trigram,/collection/fabric/chiffon,0,1,0,0,0,0,0,1,product,
chiffon sarees when available,fourgram,/collection/fabric/chiffon,0,1,0,0,0,0,0,1,product,
chiffon sarees with,trigram,/collection/fabric/chiffon,0,0,1,0,0,0,0,1,product,
chiffon sarees with soft,fourgram,/collection/fabric/chiffon,0,0,1,0,0,0,0,1,product,
chiffon should,bigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon should be,trigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon should be falling,fourgram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon shown,bigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,1,0,1,fabric,
chiffon shown as,trigram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,1,0,1,fabric,
chiffon shown as a,fourgram,/collection/pressed-bloom-sheer-chiffon,0,0,0,0,0,1,0,1,fabric,
chiffon so,bigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon so light,trigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon so light it,fourgram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,fabric,
chiffon suitable,bigram,/collection/fabric/chiffon,0,0,0,1,0,0,0,1,fabric,
chiffon suitable for,trigram,/collection/fabric/chiffon,0,0,0,1,0,0,0,1,fabric,
chiffon suitable for occasion,fourgram,/collection/fabric/chiffon,0,0,0,1,0,0,0,1,fabric,
chiffon vivid,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon vivid yet,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon vivid yet soft,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffon with,bigram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon with its,trigram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffon with its fine,fourgram,/collection/rose-vine-stripe-chiffon-saree,0,0,0,0,0,0,1,1,fabric,
chiffons,unigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffons the,bigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffons the kind,trigram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
chiffons the kind that,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,fabric,
choice for,bigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,unknown,
choice for occasions,trigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,occasion,
choice for occasions that,fourgram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,occasion,
choice made,bigram,/collection/charcoal-gold-organza-heirloom-drape,0,0,0,0,0,0,1,1,unknown,
choice made by,trigram,/collection/charcoal-gold-organza-heirloom-drape,0,0,0,0,0,0,1,1,unknown,
choice made by someone,fourgram,/collection/charcoal-gold-organza-heirloom-drape,0,0,0,0,0,0,1,1,unknown,
choose beauty,bigram,/why,0,0,0,1,0,0,0,1,unknown,
choose beauty with,trigram,/why,0,0,0,1,0,0,0,1,unknown,
choose beauty with memory,fourgram,/why,0,0,0,1,0,0,0,1,unknown,
choose by,bigram,/,0,0,0,1,0,0,0,1,unknown,
choose by feel,trigram,/,0,0,0,1,0,0,0,1,unknown,
choose by feel drape,fourgram,/,0,0,0,1,0,0,0,1,product,
chooses it,bigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
chooses it violet,trigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
chooses it violet cotton,fourgram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,fabric,
chooses to,bigram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
chooses to wear,trigram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
chooses to wear something,fourgram,/collection/orange-blossom-cotton-weave,0,0,0,0,0,0,1,1,unknown,
choreography,unigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
choreography of,bigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
choreography of pattern,trigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
choreography of pattern that,fourgram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
chosen by,bigram,/collection/midnight-garden-georgette-saree,0,0,0,0,0,0,1,1,unknown,
chosen by women,trigram,/collection/midnight-garden-georgette-saree,0,0,0,0,0,0,1,1,unknown,
chosen by women who,fourgram,/collection/midnight-garden-georgette-saree,0,0,0,0,0,0,1,1,unknown,
chosen companion,bigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,unknown,
chosen companion for,trigram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,unknown,
chosen companion for evening,fourgram,/collection/kesari-sunset-chiffon-saree,0,0,0,0,0,0,1,1,unknown,
chosen for its ability,fourgram,/collection/magenta-mist-chiffon-drape,0,0,0,0,0,0,1,1,unknown,
chosen for its colour,fourgram,/collection/reddish-mango-cotton-orange-border,0,0,0,0,0,0,1,1,unknown,
chosen not,bigram,/collection/verdant-bloom-silk-burgundy-gold-border,0,0,0,0,0,0,1,1,unknown,
chosen not for,trigram,/collection/verdant-bloom-silk-burgundy-gold-border,0,0,0,0,0,0,1,1,unknown,
chosen not for fashion,fourgram,/collection/verdant-bloom-silk-burgundy-gold-border,0,0,0,0,0,0,1,1,unknown,
chosen used,bigram,/collection/brown-kapi-cotton-black-line-border,0,0,0,0,0,0,1,1,unknown,
chosen used and,trigram,/collection/brown-kapi-cotton-black-line-border,0,0,0,0,0,0,1,1,unknown,
chosen used and loved,fourgram,/collection/brown-kapi-cotton-black-line-border,0,0,0,0,0,0,1,1,unknown,
chosen with care,trigram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,trust,
chosen with care and,fourgram,/collection/rani-pink-georgette-garden-party,0,0,0,0,0,0,1,1,trust,
chosen with great,trigram,/collection/beige-organza-peach-bloom,0,0,0,0,0,0,1,1,unknown,
chosen with great care,fourgram,/collection/beige-organza-peach-bloom,0,0,0,0,0,0,1,1,trust,
chosen with intention,trigram,/collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,1,1,unknown,
chosen with intention each,fourgram,/collection/midnight-kesari-cotton-drape,0,0,0,0,0,0,1,1,unknown,
city,unigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
city lights,bigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
city lights reflected,trigram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
city lights reflected on,fourgram,/collection/midnight-zari-georgette,0,0,0,0,0,0,1,1,unknown,
clash,unigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
clash but,bigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
clash but converses,trigram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
clash but converses edged,fourgram,/collection/violet-bloom-cotton-drape,0,0,0,0,0,0,1,1,unknown,
classic a,bigram,/collection/lime-and-gold-cotton-classic,0,1,0,0,0,0,0,1,unknown,
classic a one-of-a-kind,trigram,/collection/lime-and-gold-cotton-classic,0,1,0,0,0,0,0,1,unknown,
classic a one-of-a-kind pre-loved,fourgram,/collection/lime-and-gold-cotton-classic,0,1,0,0,0,0,0,1,unknown,
classic gold weave kanjivaram,exact phrase,/collection/heritage-zari-border-kanjivaram,0,0,1,0,0,0,0,1,product,
classic gold weave kanjivaram – pre-loved kanjeevaram saree | from the trunk,exact phrase,/collection/heritage-zari-border-kanjivaram,1,0,0,0,0,0,0,1,brand,
classic motifs,bigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
classic motifs woven,trigram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
classic motifs woven with,fourgram,/collection/burnt-orange-temple-border-kanjivaram,0,0,0,0,0,0,1,1,unknown,
classic pre-loved,bigram,/collection/lime-and-gold-cotton-classic,1,0,0,0,0,0,0,1,unknown,
classic pre-loved cotton,trigram,/collection/lime-and-gold-cotton-classic,1,0,0,0,0,0,0,1,fabric,
classic pre-loved cotton saree,fourgram,/collection/lime-and-gold-cotton-classic,1,0,0,0,0,0,0,1,product,
classic shown,bigram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,1,0,1,unknown,
classic shown as,trigram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,1,0,1,unknown,
classic shown as a,fourgram,/collection/lime-and-gold-cotton-classic,0,0,0,0,0,1,0,1,unknown,
classic temple,bigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
classic temple or,trigram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
classic temple or floral,fourgram,/collection/thangam-golden-weave-kanjivaram,0,0,0,0,0,0,1,1,unknown,
classical,unigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
classical design,bigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
classical design canon,trigram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
classical design canon woven,fourgram,/collection/nava-pazham-kanjeevaram-silk,0,0,0,0,0,0,1,1,unknown,
clear guide,bigram,/guides/what-is-a-pre-loved-saree,0,1,0,0,0,0,0,1,unknown,
clear guide to,trigram,/guides/what-is-a-pre-loved-saree,0,1,0,0,0,0,0,1,unknown,
clear guide to what,fourgram,/guides/what-is-a-pre-loved-saree,0,1,0,0,0,0,0,1,unknown,
clinging,unigram,/collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,1,1,unknown,
clinging to,bigram,/collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,1,1,unknown,
clinging to an,trigram,/collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,1,1,unknown,
clinging to an october,fourgram,/collection/autumn-ember-golden-leaf-cotton,0,0,0,0,0,0,1,1,unknown,
close and,bigram,/collection/marigold-moss-cotton,0,0,0,0,0,0,1,1,unknown,
close and even,trigram,/collection/marigold-moss-cotton,0,0,0,0,0,0,1,1,unknown,
close and even a,fourgram,/collection/marigold-moss-cotton,0,0,0,0,0,0,1,1,unknown,
close inspection,bigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
close inspection the,trigram,/collection/tangerine-noir-floral-border-weave,0,0,0,0,0,0,1,1,unknown,
