URL,Image src,Image file/source,Alt text,Alt text missing?,Decorative image?,Width/height if available,Lazy loading,Product image?,Open Graph image?,Issue,Recommendation
/collection/fabric/silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-4,"Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776939788221-img-1467.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-5,"Green Garden Silk Burgundy Zari Edge, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776934258040-img-1975.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-6,"Teal moody silk saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776933816491-img-1834.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-7,"Rose silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776780569488-img-7408-3.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-8,"Red Blue Madras Check Cotton, pre-loved Cotton Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776777954480-dsc09195-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-9,"Midnight Kesari Cotton Drape, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776680761820-img-7017.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-10,"Brown and Mustard light Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776951045608-img-2149.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-11,"Soft Girl Selai Green, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775461171537-img-1658.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-12,"Nila Blue Gold Zari Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/collection/fabric/silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1775403328643-img-1431.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZmFicmljL3NpbGs-image-13,"Kempu Pachai & Bandhani, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/blouses,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2Jsb3VzZXM-image-1,,no,yes,180x100,eager,no/unknown,no,,
/blouses,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2Jsb3VzZXM-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/blouses,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2Jsb3VzZXM-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/blouses,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2Jsb3VzZXM-image-4,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/blouses,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2Jsb3VzZXM-image-5,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/blouses,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782807347365-chatgpt-image-jun-30-2026-01-38-35-pm.png&w=1920&q=70,page-L2Jsb3VzZXM-image-6,"Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/blouses,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782806177265-chatgpt-image-jun-30-2026-01-21-57-pm.png&w=1920&q=70,page-L2Jsb3VzZXM-image-7,"Sleeveless Marigold Orange StretchFit, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/blouses,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782805475761-chatgpt-image-jun-30-2026-12-55-15-pm.png&w=1920&q=70,page-L2Jsb3VzZXM-image-8,"Sleeveless Black StretchFit, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,no/unknown,no,,
/guides/what-is-a-pre-loved-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2d1aWRlcy93aGF0LWlzLWEtcHJlLWxvdmVkLXNhcmVl-image-1,,no,yes,180x100,eager,no/unknown,no,,
/guides/what-is-a-pre-loved-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2d1aWRlcy93aGF0LWlzLWEtcHJlLWxvdmVkLXNhcmVl-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/guides/what-is-a-pre-loved-saree,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2d1aWRlcy93aGF0LWlzLWEtcHJlLWxvdmVkLXNhcmVl-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/guides/pre-loved-vs-second-hand-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2d1aWRlcy9wcmUtbG92ZWQtdnMtc2Vjb25kLWhhbmQtc2FyZWU-image-1,,no,yes,180x100,eager,no/unknown,no,,
/guides/pre-loved-vs-second-hand-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2d1aWRlcy9wcmUtbG92ZWQtdnMtc2Vjb25kLWhhbmQtc2FyZWU-image-2,From the Trunk,no,no/unknown,176x70,lazy,no/unknown,no,,
/guides/pre-loved-vs-second-hand-saree,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2d1aWRlcy9wcmUtbG92ZWQtdnMtc2Vjb25kLWhhbmQtc2FyZWU-image-3,,no,yes,520x400,lazy,no/unknown,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030696166-img-6489.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030584373-img-6479.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030711024-img-6480.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030640003-img-6483.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-8,,no,yes,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777030509883-img-6485.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-9,"Tangerine Noir Floral Border Weave shown as a pre-loved saree, Chiffon",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777028329488-img-6447.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-10,"Rose Vine Stripe Chiffon Saree, pre-loved Chiffon saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-11,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-12,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/tangerine-noir-floral-border-weave,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782807347365-chatgpt-image-jun-30-2026-01-38-35-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vdGFuZ2VyaW5lLW5vaXItZmxvcmFsLWJvcmRlci13ZWF2ZQ-image-13,"Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027742233-dsc09390.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027797138-c0039t01.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027792400-dsc09396.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777027742233-dsc09390.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-7,"Sunset Ombré Chiffon Draped Dream shown as a pre-loved saree, Georgette",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-8,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-9,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782807347365-chatgpt-image-jun-30-2026-01-38-35-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-10,"Sleeveless Cerise Pink StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/sunset-ombr-chiffon-draped-dream,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782806177265-chatgpt-image-jun-30-2026-01-21-57-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vc3Vuc2V0LW9tYnItY2hpZmZvbi1kcmFwZWQtZHJlYW0-image-11,"Sleeveless Marigold Orange StretchFit, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949527744-img-7134.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949602380-img-7122.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949607986-img-7131.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-8,"Indigo & Plum Tied Silk Saree shown as a pre-loved saree, Silk",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777026343853-img-1395-edit.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-9,"Coral Sunrise Chiffon Georgette Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949076846-img-6665-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-10,"Forest & Flame Tie Dye Silk, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-11,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/indigo-plum-tied-silk-saree,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vaW5kaWdvLXBsdW0tdGllZC1zaWxrLXNhcmVl-image-12,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=%2Ffooter%2Fftt-trunk-saree.webp&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-3,,no,yes,520x400,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949076846-img-6665-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-4,,no,yes,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949026912-img-6647-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-5,,no,yes,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949050853-img-6657-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-6,,no,yes,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949058800-img-6662-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-7,,no,yes,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949076846-img-6665-2.jpg&w=1920&q=75,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-8,"Forest & Flame Tie Dye Silk shown as a pre-loved saree, Silk",no,no/unknown,?x?,eager/unspecified,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1777026343853-img-1395-edit.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-9,"Coral Sunrise Chiffon Georgette Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fnjufw8f4mlcjsl7g.public.blob.vercel-storage.com%2Fmedia%2F1776949520533-2.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-10,"Indigo & Plum Tied Silk Saree, pre-loved Silk saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782819027130-image-2-edited.jpg&w=1920&q=70,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-11,"StretchFit Blouse, pre-loved Cotton saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/forest-flame-tie-dye-silk,/_next/image?url=https%3A%2F%2Fll1rv51y3jxrt1nr.public.blob.vercel-storage.com%2Fmedia%2F1782814554143-chatgpt-image-jun-30-2026-01-13-21-pm.png&w=1920&q=70,page-L2NvbGxlY3Rpb24vZm9yZXN0LWZsYW1lLXRpZS1keWUtc2lsaw-image-12,"StretchFit Blouse, pre-loved saree from From the Trunk",no,no/unknown,?x?,lazy,yes/likely,no,,
/collection/moonstone-cream-mauve-border-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=1920&q=75,page-L2NvbGxlY3Rpb24vbW9vbnN0b25lLWNyZWFtLW1hdXZlLWJvcmRlci1zYXJlZQ-image-1,,no,yes,180x100,eager,yes/likely,no,,
/collection/moonstone-cream-mauve-border-saree,/_next/image?url=%2FFtt_logo_navbar.avif&w=360&q=75,page-L2NvbGxlY3Rpb24vbW9vbnN0b25lLWNyZWFtLW1hdXZlLWJvcmRlci1zYXJlZQ-image-2,From the Trunk,no,no/unknown,176x70,lazy,yes/likely,no,,
