Word,Count,Pages used,First page found,Appears in SEO-critical location?,Location examples,Notes
regulatory,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
relaxed,2,/,/,no,/: body,
released,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
relevant,2,/policies/grievance-redressal,/policies/grievance-redressal,no,/policies/grievance-redressal: body,
remembered,2,/,/,yes,/: body,
repair,2,/how-it-works | /policies/authentication-condition-policy,/how-it-works,no,/how-it-works: body | /policies/authentication-condition-policy: body,
repeated,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
repeatedly,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
replicate,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
reported,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
represent,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
require,2,/policies/authentication-condition-policy | /policies/care-packaging-policy,/policies/authentication-condition-policy,no,/policies/authentication-condition-policy: body | /policies/care-packaging-policy: body,
requirements,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
reserve,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
respectful,2,/sell-your-saree | /guides/pre-loved-vs-second-hand-saree,/sell-your-saree,yes,/sell-your-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
respond,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
responsibility,2,/policies/sell-with-us-policy | /guides/pre-loved-vs-second-hand-saree,/policies/sell-with-us-policy,no,/policies/sell-with-us-policy: body | /guides/pre-loved-vs-second-hand-saree: body,
restocked,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
retain,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
retentionwe,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
retentionyour,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
returnemail,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
returnonce,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
returnrefund,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
returnreturn,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
returnsauthenticated,2,/collection/rose-vine-stripe-chiffon-saree | /collection/coral-sunrise-chiffon-georgette-saree,/collection/rose-vine-stripe-chiffon-saree,no,/collection/rose-vine-stripe-chiffon-saree: body | /collection/coral-sunrise-chiffon-georgette-saree: body,
returnsreturn,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
revised,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
rich,2,/,/,no,/: body,
richness,2,/,/,no,/: body,
rightschildren,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
rightssubject,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
ritika,2,/,/,no,/: body,
run,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
runs,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
safeguards,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
sareea,2,/collection/kesari-sunset-chiffon-saree | /collection/rose-vine-stripe-chiffon-saree,/collection/kesari-sunset-chiffon-saree,no,/collection/kesari-sunset-chiffon-saree: body | /collection/rose-vine-stripe-chiffon-saree: body,
sareecommon,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
sareeftt,2,/guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/guides/what-is-a-pre-loved-saree,no,/guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
sareegeorgette,2,/collection | /collection/fabric/georgette,/collection,no,/collection: body | /collection/fabric/georgette: body,
sareehow,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
sareenew,2,/collection/fabric/silk | /collection/fabric/chiffon,/collection/fabric/silk,no,/collection/fabric/silk: body | /collection/fabric/chiffon: body,
sareethe,2,/why | /collection/coral-sunrise-chiffon-georgette-saree,/why,no,/why: body | /collection/coral-sunrise-chiffon-georgette-saree: body,
sareewhere,2,/collection/indigo-plum-tied-silk-saree | /collection/midnight-garden-georgette-saree,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/midnight-garden-georgette-saree: body,
sarinew,2,/top-viewed | /collection/fabric/silk,/top-viewed,no,/top-viewed: body | /collection/fabric/silk: body,
saved-address,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
scrape,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
sculpted,2,/,/,no,/: body,
sealed,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
securitycookies,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
securitypayments,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
securitywe,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
selections,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
seller,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
sense,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
sent,2,/packing | /policies/sell-with-us-policy,/packing,no,/packing: body | /policies/sell-with-us-policy: body,
seo,2,/guides/pre-loved-vs-second-hand-saree | /collection/fabric/chiffon,/guides/pre-loved-vs-second-hand-saree,no,/guides/pre-loved-vs-second-hand-saree: body | /collection/fabric/chiffon: body,
set,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
shall,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
shape,2,/,/,no,/: body,
sheen,2,/,/,no,/: body,
sheensilk,2,/,/,no,/: body,
shipmentsif,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
shipmentsunboxing,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
shippinglost,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
shippingwe,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
shopping,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
short,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
shoulder,2,/,/,no,/: body,
signed,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
silhouette,2,/,/,no,/: body,
silkbest,2,/,/,no,/: body,
silkverifiedby,2,/collection/brown-and-mustard-light-silk | /collection/mayil-peacock-kanjivaram-mix,/collection/brown-and-mustard-light-silk,no,/collection/brown-and-mustard-light-silk: body | /collection/mayil-peacock-kanjivaram-mix: body,
sizebrown,2,/collection/brown-kapi-cotton-black-line-border | /collection/brown-and-mustard-light-silk,/collection/brown-kapi-cotton-black-line-border,no,/collection/brown-kapi-cotton-black-line-border: body | /collection/brown-and-mustard-light-silk: body,
sizeforest,2,/collection/forest-flame-tie-dye-silk | /collection/forest-green-silk-black-gold,/collection/forest-flame-tie-dye-silk,no,/collection/forest-flame-tie-dye-silk: body | /collection/forest-green-silk-black-gold: body,
sizeindigo,2,/collection/indigo-plum-tied-silk-saree | /collection/indigo-dusk-silk-cotton,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/indigo-dusk-silk-cotton: body,
sizemagenta,2,/collection/magenta-cotton | /collection/magenta-mist-chiffon-drape,/collection/magenta-cotton,no,/collection/magenta-cotton: body | /collection/magenta-mist-chiffon-drape: body,
sizerose,2,/collection/rose-silk-green-brown-stripe | /collection/rose-vine-stripe-chiffon-saree,/collection/rose-silk-green-brown-stripe,no,/collection/rose-silk-green-brown-stripe: body | /collection/rose-vine-stripe-chiffon-saree: body,
snag,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
social,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
softness,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
soul,2,/,/,no,/: body,
source,2,/faqs | /faq,/faqs,no,/faqs: body | /faq: body,
south,2,/collection/moss-green-lightweight-silk-selai,/collection/moss-green-lightweight-silk-selai,no,/collection/moss-green-lightweight-silk-selai: body,
specifically,2,/policies/terms-of-service | /terms-of-service,/policies/terms-of-service,no,/policies/terms-of-service: body | /terms-of-service: body,
status,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
status5,2,/blouses | /collection/fabric/chiffon,/blouses,no,/blouses: body | /collection/fabric/chiffon: body,
steal,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
stockbrown,2,/collection/brown-kapi-cotton-black-line-border | /collection/brown-and-mustard-light-silk,/collection/brown-kapi-cotton-black-line-border,no,/collection/brown-kapi-cotton-black-line-border: body | /collection/brown-and-mustard-light-silk: body,
stockforest,2,/collection/forest-flame-tie-dye-silk | /collection/forest-green-silk-black-gold,/collection/forest-flame-tie-dye-silk,no,/collection/forest-flame-tie-dye-silk: body | /collection/forest-green-silk-black-gold: body,
stockindigo,2,/collection/indigo-plum-tied-silk-saree | /collection/indigo-dusk-silk-cotton,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/indigo-dusk-silk-cotton: body,
stockmagenta,2,/collection/magenta-cotton | /collection/magenta-mist-chiffon-drape,/collection/magenta-cotton,no,/collection/magenta-cotton: body | /collection/magenta-mist-chiffon-drape: body,
stores,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
story-logged,2,/collection,/collection,no,/collection: body,
strikes,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
strong,2,/sell-your-saree | /policies/sell-with-us-policy,/sell-your-saree,no,/sell-your-saree: body | /policies/sell-with-us-policy: body,
stylingchiffon,2,/,/,no,/: body,
submitted,2,/policies/return-refund-policy | /return-policy,/policies/return-refund-policy,no,/policies/return-refund-policy: body | /return-policy: body,
summer,2,/,/,no,/: body,
supportfor,2,/packing | /policies/grievance-redressal,/packing,no,/packing: body | /policies/grievance-redressal: body,
system,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
tag,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
take,2,/policies/shipping-delivery-policy | /shipping-policy,/policies/shipping-delivery-policy,no,/policies/shipping-delivery-policy: body | /shipping-policy: body,
technologiesdata,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
technologieswhat,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
technology,2,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /privacy-policy: body,
